title,description,url,category
Azure Firewall,Azure Firewall is a cloud-native and intelligent network firewall security service that provides threat protection for your cloud workloads running in Azure. It's a fully stateful firewall as a service with built-in high availability and unrestricted cloud scalability. It provides both east-west and north-south traffic inspection.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure Firewall,"Azure Firewall is offered in three SKUs: Basic, Standard and Premium. Azure Firewall Basic offers simplified security similar to the Standard SKU but without advanced features. Azure Firewall Standard provides L3-L7 filtering and threat intelligence feeds directly from Microsoft Cyber Security. Azure Firewall Premium provides advanced capabilities include signature-based IDPS to allow rapid detection of attacks by looking for specific patterns.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure DDoS Protection,"Azure DDoS Protection, combined with application design best practices, offers enhanced features to defend against DDoS attacks. It is automatically tuned to protect your specific Azure resources in a virtual network. Enabling protection is simple on any new or existing virtual network and requires no changes to your applications or resources.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure DDoS Protection,Azure DDoS Protection offers two tiers: DDoS Network Protection and DDoS IP Protection.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure DDoS Protection,"DDoS Network Protection  provides enhanced features to defend against Distributed Denial of Service (DDoS) attacks. It operates at network layers 3 and 4 and includes advanced features such as DDoS rapid response support, cost protection, and discounts on Web Application Firewall (WAF).",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure DDoS Protection,"DDoS IP Protection follows a pay-per-protected IP model. It includes the same core engineering features as DDoS Network Protection but does not offer the additional services like DDoS rapid response support, cost protection, and WAF discounts.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Route Control and Forced Tunneling,"The ability to control routing behavior on your Azure Virtual Networks is a critical network security and access control capability. For example, if you want to make sure that all traffic to and from your Azure Virtual Network goes through that virtual security appliance, you need to be able to control and customize routing behavior. You can do this by configuring User-Defined Routes in Azure.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Route Control and Forced Tunneling,Forced tunneling is commonly used to force outbound traffic to the Internet to go through on-premises security proxies and firewalls.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Virtual Network Security Appliances,"While Network Security Groups, User-Defined Routes, and forced tunneling provide you with a level of security at the network and transport layers of the OSI model, there might be times when you want to enable security at higher levels of the stack. You can access these enhanced network security features by using an Azure partner network security appliance solution. You can find the most current Azure partner network security solutions by visiting the Azure Marketplace and searching for security and network security.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure Virtual Network,"An Azure virtual network (VNet) is a representation of your own network in the cloud. It's a logical isolation of the Azure network fabric dedicated to your subscription. You can fully control the IP address blocks, DNS settings, security policies, and route tables within this network. You can segment your VNet into subnets and place Azure IaaS virtual machines (VMs) and/or Cloud services (PaaS role instances) on Azure Virtual Networks.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure Virtual Network Manager,"Azure Virtual Network Manager  provides a centralized solution for protecting your virtual networks at scale. It uses security admin rules to centrally define and enforce security policies for your virtual networks across your entire organization. Security admin rules take precedence over network security group(NSGs) rules and are applied on the virtual network. This allows organizations to enforce core policies with security admin rules, while still enabling downstream teams to tailor NSGs according to their specific needs at the subnet and NIC levels. Depending on the needs of your organization you can use Allow, Deny, or Always Allow rule actions to enforce security policies.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure Virtual Network Manager,"In Azure Virtual Network Manager, network groups allow you to group virtual networks together for centralized management and enforcement of security policies. Network groups are a logical grouping of virtual networks based on your needs from a topology and security perspective. You can manually update the virtual network membership of your network groups or you can define conditional statements with Azure Policy to dynamically update network groups to automatically update your network group membership.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Express Route,"ExpressRoute connections don't go over the public Internet and thus can be considered more secure than VPN-based solutions. This allows ExpressRoute connections to offer more reliability, faster speeds, lower latencies, and higher security than typical connections over the Internet.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Web Application Firewall,Web Application Firewall is a feature of Azure Application Gateway that provides protection to web applications that use application gateway for standard Application Delivery Control (ADC) functions. Web application firewall does this by protecting them against most of the OWASP top 10 common web vulnerabilities.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Web Application Firewall,"Protection against common web attacks such as command injection, HTTP request smuggling, HTTP response splitting, and remote file inclusion",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Web Application Firewall,Protection against HTTP protocol violations,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Web Application Firewall,"Protection against HTTP protocol anomalies, such as missing host, user-agent, and accept headers",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Web Application Firewall,"A centralized web application firewall (WAF) simplifies security management and enhances protection against web attacks. It provides better assurance against intrusion threats and can respond faster to security threats by patching known vulnerabilities centrally, rather than securing each individual web application. Existing application gateways can be easily upgraded to include a web application firewall.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Internal DNS,"You can manage the list of DNS servers used in a VNet in the Management Portal, or in the network configuration file. Customer can add up to 12 DNS servers for each VNet. When specifying DNS servers, it's important to verify that you list customerâs DNS servers in the correct order for customerâs environment. DNS server lists don't work round-robin. They're used in the order that they're specified. If the first DNS server on the list is able to be reached, the client uses that DNS server regardless of whether the DNS server is functioning properly or not. To change the DNS server order for customerâs virtual network, remove the DNS servers from the list and add them back in the order that customer wants. DNS supports the availability aspect of the âCIAâ security triad.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure DNS,"The Domain Name System, or DNS, is responsible for translating (or resolving) a website or service name to its IP address. Azure DNS is a hosting service for DNS domains, providing name resolution using Microsoft Azure infrastructure. By hosting your domains in Azure, you can manage your DNS records using the same credentials, APIs, tools, and billing as your other Azure services. DNS supports the availability aspect of the âCIAâ security triad.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Microsoft Defender for Cloud,"Microsoft Defender for Cloud continuously analyzes the security state of your Azure resources for network security best practices. When Defender for Cloud identifies potential security vulnerabilities, it creates recommendations that guide you through the process of configuring the needed controls to harden and protect your resources.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Advanced Container Networking Services (ACNS),"Advanced Container Networking Services (ACNS) is a comprehensive suite designed to elevate the operational efficiency of your Azure Kubernetes Service (AKS) clusters. It provides advanced security and observability features, addressing the complexities of managing microservices infrastructure at scale.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Advanced Container Networking Services (ACNS),"Security: For clusters using Azure CNI Powered by Cilium, network policies include fully qualified domain name (FQDN) filtering for solving the complexities of maintaining configuration.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Network Security
Azure confidential computing,"Azure confidential computing provides the final, missing piece, of the data protection puzzle. It allows you to keep your data encrypted always. While at rest, when in motion through the network, and now, even while loaded in memory and in use. Additionally, by making Remote Attestation possible, it allows you to cryptographically verify that the VM you deploy booted securely and is configured correctly, before unlocking your data.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Data Protection
Azure confidential computing,"The spectrum of option ranges from enabling ""lift and shift"" scenarios of existing applications, to a full control of security features. For Infrastructure as a Service (IaaS), you can use confidential virtual machines powered by AMD SEV-SNP or confidential application enclaves for virtual machines that run Intel Software Guard Extensions (SGX). For Platform as a Service, we have multiple container based options, including integrations with Azure Kubernetes Service (AKS).",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Antimalware & Antivirus,"With Azure IaaS, you can use antimalware software from security vendors such as Microsoft, Symantec, Trend Micro, McAfee, and Kaspersky to protect your virtual machines from malicious files, adware, and other threats. Microsoft Antimalware for Azure Cloud Services and Virtual Machines is a protection capability that helps identify and remove viruses, spyware, and other malicious software. Microsoft Antimalware provides configurable alerts when known malicious or unwanted software attempts to install itself or run on your Azure systems. Microsoft Antimalware can also be deployed using Microsoft Defender for Cloud",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Monitoring
Hardware Security Module,Encryption and authentication don't improve security unless the keys themselves are protected. You can simplify the management and security of your critical secrets and keys by storing them in Azure Key Vault. Key Vault provides the option to store your keys in hardware Security modules (HSMs) certified to FIPS 140 validated standards. Your SQL Server encryption keys for backup or transparent data encryption can all be stored in Key Vault with any keys or secrets from your applications. Permissions and access to these protected items are managed through Microsoft Entra ID.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Authentication
Virtual machine backup,"Azure Backup is a solution that protects your application data with zero capital investment and minimal operating costs. Application errors can corrupt your data, and human errors can introduce bugs into your applications that can lead to security issues. With Azure Backup, your virtual machines running Windows and Linux are protected.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
SQL VM TDE,The Azure Key Vault (AKV) service is designed to improve the security and management of these keys in a secure and highly available location. The SQL Server Connector enables SQL Server to use these keys from Azure Key Vault.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Security policy management and reporting,"Defender for Cloud helps you prevent, detect, and respond to threats, and provides you increased visibility into, and control over, the security of your Azure resources. It provides integrated Security monitoring and policy management across your Azure subscriptions, helps detect threats that might otherwise go unnoticed, and works with a broad ecosystem of security solutions.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Monitoring
Identity and access management,"Securing systems, applications, and data begins with identity-based access controls. The identity and access management features that are built into Microsoft business products and services help protect your organizational and personal information from unauthorized access while making it available to legitimate users whenever and wherever they need it.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Authentication
Secure Identity,Microsoft uses multiple security practices and technologies across its products and services to manage identity and access.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Authentication
Secure Identity,"Password policy enforcement increases the security of traditional passwords by imposing length and complexity requirements, forced periodic rotation, and account lockout after failed authentication attempts.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Authentication
Secure Identity,"Azure role-based access control (Azure RBAC) enables you to grant access based on the userâs assigned role, making it easy to give users only the amount of access they need to perform their job duties. You can customize Azure RBAC per your organizationâs business model and risk tolerance.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Secure Apps and data,"Microsoft Entra ID, a comprehensive identity, and access management cloud solution, helps secure access to data in applications on site and in the cloud, and simplifies the management of users and groups. It combines core directory services, advanced identity governance, security, and application access management, and makes it easy for developers to build policy-based identity management into their apps. To enhance your Microsoft Entra ID, you can add paid capabilities using the Microsoft Entra Basic, Premium P1, and Premium P2 editions.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,Authentication
Secure Apps and data,Microsoft Entra ID Protection is a security service that uses Microsoft Entra anomaly detection capabilities to provide a consolidated view into risk detections and potential vulnerabilities that could affect your organizationâs identities.,https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
Next Steps,"Learn how Microsoft Defender for Cloud can help you prevent, detect, and respond to threats with increased visibility and control over the security of your Azure resources.",https://learn.microsoft.com/en-us/azure/security/fundamentals/overview,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
In this article,"As you consider and evaluate public cloud services, it's critical to understand the shared responsibility model and which security tasks the cloud provider handles and which tasks you handle. The workload responsibilities vary depending on whether the workload is hosted on Software as a Service (SaaS), Platform as a Service (PaaS), Infrastructure as a Service (IaaS), or in an on-premises datacenter.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
Division of responsibility,"For all cloud deployment types, you own your data and identities. You're responsible for protecting the security of your data and identities, on-premises resources, and the cloud components you control. Cloud components you control vary by service type.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
Cloud security advantages,"The cloud offers significant advantages for solving long standing information security challenges. In an on-premises environment, organizations likely have unmet responsibilities and limited resources available to invest in security, which creates an environment where attackers are able to exploit vulnerabilities at all layers.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
Cloud security advantages,"The following diagram shows a traditional approach where many security responsibilities are unmet due to limited resources. In the cloud-enabled approach, you're able to shift day to day security responsibilities to your cloud provider and reallocate your resources.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
Cloud security advantages,"In the cloud-enabled approach, you're also able to apply cloud-based security capabilities for more effectiveness and use cloud intelligence to improve your threat detection and response time. By shifting responsibilities to the cloud provider, organizations can get more security coverage, which enables them to reallocate security resources and budget to other business priorities.",https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
Next step,Learn more about shared responsibility and strategies to improve your security posture in the Well-Architected Framework's overview of the security pillar.,https://learn.microsoft.com/en-us/azure/security/fundamentals/shared-responsibility,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
In this article,"Ransomware and extortion are a high profit, low-cost business, which has a debilitating impact on targeted organizations, national/regional security, economic security, and public health and safety. What started as simple, single-PC ransomware grew to include various extortion techniques directed at all types of corporate networks and cloud platforms.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,Network Security
In this article,"To ensure customers running on Azure are protected against ransomware attacks, Microsoft invests heavily on the security of our cloud platforms, and provides security controls you need to protect your Azure cloud workloads",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
In this article,"By using Azure native ransomware protections and implementing the best practices recommended in this article, you're taking measures that positions your organization to prevent, protect, and detect potential ransomware attacks on your Azure assets.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
In this article,This article lays out key Azure native capabilities and defenses for ransomware attacks and guidance on how to proactively use these to protect your assets on Azure cloud.,https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
A growing threat,"Ransomware attacks are one of the biggest security challenges facing businesses today. When successful, ransomware attacks can disable a business core IT infrastructure, and cause destruction that could have a debilitating impact on the physical, economic security or safety of a business. Ransomware attacks are targeted to businesses of all types. This requires that all businesses take preventive measures to ensure protection.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
A growing threat,"Recent trends on the number of attacks are alarming. While 2020 wasn't a good year for ransomware attacks on businesses, 2021 started on a bad trajectory.  On May 7, the Colonial pipeline (Colonial) attack shut down services such as pipeline transportation of diesel, gasoline, and jet fuel were temporary halted. Colonial shut the critical fuel network supplying the populous eastern states.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,Network Security
A growing threat,"Historically, cyberattacks were seen as a sophisticated set of actions targeting particular industries, which left the remaining industries believing they were outside the scope of cybercrime, and without context about which cybersecurity threats they should prepare for. Ransomware represents a major shift in this threat landscape, and it's made cyberattacks a real and omnipresent danger for everyone. Encrypted and lost files and threatening ransom notes have now become the top-of-mind fear for most executive teams.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
A growing threat,Ransomware's economic model capitalizes on the misperception that a ransomware attack is solely a malware incident. Whereas in reality ransomware is a breach involving human adversaries attacking a network.,https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,Network Security
A growing threat,"For many organizations, the cost to rebuild from scratch after a ransomware incident far outweighs the original ransom demanded. With a limited understanding of the threat landscape and how ransomware operates, paying the ransom seems like the better business decision to return to operations. However, the real damage is often done when the cybercriminal exfiltrates files for release or sale, while leaving backdoors in the network for future criminal activityâand these risks persist whether or not the ransom is paid.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,Network Security
What is ransomware,"Ransomware will typically exploit the weaknesses or vulnerabilities in your organization's IT systems or infrastructures to succeed. The attacks are so obvious that it doesn't take much investigation to confirm that your business has been attacked or that an incident should be declared.  The exception would be a spam email that demands ransom in exchange for supposedly compromising materials.  In this case, these types of incidents should be dealt with as spam unless the email contains highly specific information.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
What is ransomware,"Any business or organization that operates an IT system with data in it can be attacked.   Although individuals can be targeted in a ransomware attack,  most attacks are targeted at businesses. While the Colonial ransomware attack of May 2021 drew considerable public attention, our Detection and Response team (DART)'s ransomware engagement data shows that the energy sector represents one of the most targeted sectors, along with the financial, healthcare, and entertainment sectors.  And despite continued promises not to attack hospitals or healthcare companies during a pandemic, healthcare remains the number one target of human operated ransomware.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
How your assets are targeted,"When attacking cloud infrastructure, adversaries often attack multiple resources to try to obtain access to customer data or company secrets. The cloud ""kill chain"" model explains how attackers attempt to gain access to any of your resources running in the public cloud through a four-step process: exposure, access, lateral movement, and actions.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
Why attacks succeed,There are several reasons why ransomware attacks succeed. Businesses that are vulnerable often fall victim to ransomware attacks. The following are some of the attack's critical success factors:,https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
Why attacks succeed,"Attackers use different techniques, such as Remote Desktop Protocol (RDP) brute force attack to exploit vulnerabilities.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
Should you pay?,There are varying opinions on what the best option is when confronted with this vexing demand.  The Federal Bureau of Investigation (FBI) advises victims not to pay ransom but to instead be vigilant and take proactive measures to secure their data before an attack.  They contend that paying doesn't guarantee that locked systems and encrypted data are released again. The FBI says another reason not to pay is that payments to cyber criminals incentivize them to continue to attack organizations,https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
Should you pay?,"Nevertheless, some victims elect to pay the ransom demand even though system and data access isn't guaranteed after paying the ransom. By paying, such organizations take the calculated risk to pay in hopes of getting back their system and data and quickly resuming normal operations.  Part of the calculation is reduction in collateral costs such as lost productivity, decreased revenue over time, exposure of sensitive data, and potential reputational damage.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,Data Protection
Should you pay?,"The best way to prevent paying ransom isn't to fall victim by implementing preventive measures and having tool saturation to protect your organization from every step that attacker takes wholly or incrementally to hack into your system. In addition, having the ability to recover impacted assets ensure restoration of business operations in a timely fashion. Azure Cloud has a robust set of tools to guide you all the way.",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
What is the typical cost to a business?,"The impact of a ransomware attack on any organization is difficult to quantify accurately. However, depending on the scope and type, the impact is multi-dimensional and is broadly expressed in:",https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
Next steps,See the white paper: Azure defenses for ransomware attack whitepaper.,https://learn.microsoft.com/en-us/azure/security/fundamentals/ransomware-protection,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/governance/policy/overview,General Security
In this article,"Common use cases for Azure Policy include implementing governance for resource consistency, regulatory compliance, security, cost, and management. Policy definitions for these common use cases are already available in your Azure environment as built-ins to help you get started.",https://learn.microsoft.com/en-us/azure/governance/policy/overview,Compliance
Special permissions requirement for Azure Policy with Azure Virtual Network Manager,Azure Virtual Network Manager (preview) enables you to apply consistent management and security policies to multiple Azure virtual networks throughout your cloud infrastructure. Azure Virtual Network Manager (AVNM) dynamic groups use Azure Policy definitions to evaluate virtual network membership in those groups.,https://learn.microsoft.com/en-us/azure/governance/policy/overview,Network Security
Initiative definition,"An initiative definition is a collection of policy definitions that are tailored toward achieving a singular overarching goal. Initiative definitions simplify managing and assigning policy definitions. They simplify by grouping a set of policies as one single item. For example, you could create an initiative titled Enable Monitoring in Microsoft Defender for Cloud, with a goal to monitor all the available security recommendations in your Microsoft Defender for Cloud instance.",https://learn.microsoft.com/en-us/azure/governance/policy/overview,Monitoring
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
In this article,"You need a well-designed security strategy for a successful cloud adoption. If your organization uses traditional on-premises environments, you should evaluate your cloud expertise and specifically focus on cloud security. To manage security in the cloud, you might need to make significant changes to the structure of your security team and your overall security approach.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Address common challenges,"Evolve your mindset. On-premises security is typically a narrowly focused practice that a small team of engineers and operations administrators might handle. Cloud security requires participation from across the organization, and the scope of security teams expands significantly. An on-premises environment's attack surface is primarily at the perimeter. In a cloud environment, every resource is a potential attack vector, so security teams need to adapt their approach accordingly.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Address common challenges,"Adjust teams and roles. Cloud security, especially for large organizations, involves specialized roles. To ensure that you don't have gaps in your security management, you might need to add new teams or reorganize existing teams.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Address common challenges,Introduce security conversations early. Start security conversations with the right stakeholders early in your cloud adoption process. This approach helps ensure that you can prepare for organizational alignment early on.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Address common challenges,"Understand modern security teams, roles, and functions. Review the Cloud Adoption Framework guidance about security teams, roles, and functions. This guidance describes how to implement end-to-end security.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Address common challenges,"Embrace the Cloud Adoption Framework Secure methodology. Use the Cloud Adoption Framework Secure methodology to apply Microsoft security best practices at each stage of your cloud adoption journey. The guidance for each phase includes several security approaches, including security posture modernization, incident preparation and response, security sustainment, and the Confidentiality, Integrity, and Availability (CIA) Triad.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,Monitoring
Understand the Microsoft Secure Future Initiative,"As a worldwide cloud provider, Microsoft prioritizes security above all other concerns and recognizes the critical need to prevent security breaches. The Microsoft Secure Future Initiative addresses these concerns and provides an overall approach to build and maintain Microsoft products.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Understand the Microsoft Secure Future Initiative,"The extent to which you prioritize security over other concerns, like reliability, performance, and costs, depends on many factors. You define these factors when you create your overall adoption strategy. Regardless of your priorities, you should understand the pillars of the Microsoft Secure Future Initiative to help focus on key areas of your cloud estate's security that you want to strengthen.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Adopt a Zero Trust strategy,The Zero Trust principles create the foundation of the Microsoft security strategy. Zero Trust is a cloud-ready security strategy that consists of three main principles:,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Adopt a Zero Trust strategy,"Use least privilege: Limit user access with just-in-time and just-enough access, risk-based adaptive policies, and data protection.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,Data Protection
Adopt a Zero Trust strategy,"Assume breach: Minimize the blast radius and segment access. Verify end-to-end encryption, and use analytics to get visibility, drive threat detection, and improve defenses.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,Data Protection
Adopt a Zero Trust strategy,"The Zero Trust principles guide your decisions when you design, implement, and operate a cloud estate. They provide a clear reference point to check against, which helps ensure that your choices don't compromise security.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Adopt a Zero Trust strategy,Use the Microsoft Zero Trust guidance to streamline the integration of a Zero Trust approach into your security strategy. The Zero Trust guidance:,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Use the CISO and MCRA workshops,Microsoft offers workshops to help decision makers and architects apply best practices to their cloud adoption. The Chief Information Security Officer (CISO) workshop focuses on a thorough approach to modernize cybersecurity practices from the perspective of the CISO and other senior leadership roles.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
Use the CISO and MCRA workshops,"The Microsoft Cybersecurity Reference Architecture (MCRA) workshop focuses on how to apply architectural best practices to your cloud environment designs. The Zero Trust principles create the foundation for the guidance in the CISO and MCRA workshops. The workshops also align to Microsoft best practices across the Cloud Adoption Framework, Azure Well-Architected Framework, and Zero Trust security recommendations.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/strategy/define-security-strategy,General Security
,"Upgrade to Microsoft Edge to take advantage of the latest features, security updates, and technical support.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
In this article,"The guidance in this series of articles provides recommendations relevant to all methodologies within the Cloud Adoption Framework because security should be an integral part of every phase of your cloud adoption journey. Therefore, you can find articles aligned with each methodology that provide security recommendations for you to consider as you progress through each phase of your cloud adoption journey.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
In this article,"All of the recommendations in this guidance adhere to the Zero Trust principles of assume compromise (or assume breach), least privilege, and explicit verification of trust that should guide your security strategy, architecture, and implementation.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Holistic security guidance,Security is a complex and challenging discipline that you need to consider in nearly all aspects of your cloud and technology environments. Consider the following key points:,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
Holistic security guidance,"Anything is a potential target or attack vector: In today's world, attackers can exploit any weaknesses in an organization's people, processes, and technologies to accomplish their malicious goals.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
Holistic security guidance,"Security is a team sport: To defend against these attacks, a coordinated approach is required across business, technology, and security teams. Each team must contribute to security efforts and collaborate effectively. For information about the various roles required to secure Azure resources, see Teams and roles.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
Holistic security guidance,This Cloud Adoption Framework Secure guidance is one component of a larger holistic set of Microsoft security guidance designed to help various teams understand and perform their security responsibilities. The complete set includes the following guidance:,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Holistic security guidance,The Cloud Adoption Framework Secure methodology provides security guidance for teams that manage the technology infrastructure that supports all the workload development and operations hosted on Azure.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
Holistic security guidance,Azure Well-Architected Framework security guidance provides guidance for individual workload owners about how to apply security best practices to application development and DevOps and DevSecOps processes. Microsoft provides guidance that complements this documentation about how to apply security practices and DevSecOps controls in a security development lifecycle.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Holistic security guidance,Microsoft Cloud Security Benchmark provides best practice guidance for stakeholders to ensure robust cloud security. This guidance includes security baselines that describe the available security features and recommended optimal configurations for Azure services.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Holistic security guidance,Zero Trust guidance provides guidance for security teams to implement technical capabilities to support a Zero Trust modernization initiative.,https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
Security posture modernization,"Throughout your cloud adoption journey, look for opportunities to enhance your overall security posture through modernization. The guidance in this methodology is aligned with the Microsoft Zero Trust adoption framework. This framework provides a detailed, step-by-step approach to modernizing your security posture. As you review the recommendations for each phase of the Cloud Adoption Framework methodology, enhance them by using the guidance provided in the Zero Trust adoption framework.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,Monitoring
Incident preparation and response,"Incident preparation and response are cornerstone elements of your overall security posture. Your ability to prepare for and respond to incidents can significantly affect your success in operating within the cloud. Well-designed preparation mechanisms and operational practices enable quicker threat detection and help minimize the blast radius of incidents. This approach facilitates faster recovery. Similarly, well-structured response mechanisms and operational practices ensure efficient navigation through recovery activities and provide clear opportunities for continuous improvement throughout the process. By focusing on these elements, you can enhance your overall security strategy, which ensures resilience and operational continuity in the cloud.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
The CIA Triad,"The CIA Triad is a fundamental model in information security that represents three core principles. These principles are confidentiality, integrity, and availability.",https://learn.microsoft.com/en-us/azure/cloud-adoption-framework/secure/,General Security
